Application_ID,Beneficiary_ID,Officer_ID,Application_Date,Application_Mode,Documents_Submitted,Income_Certificate,Aadhaar_Verified,Status,Rejection_Reason
APP002353,BEN006601,OFF0097,2025-09-13,Mobile Camp,No,No,No,Approved,
APP002354,BEN009056,OFF0083,2026-03-17,Mobile Camp,No,Yes,No,Approved,
APP002355,BEN002379,OFF0069,2026-02-03,District Office,Yes,Yes,No,Rejected,Address Mismatch
APP002356,BEN009263,OFF0014,2026-06-05,Mobile Camp,No,Yes,Yes,Approved,
APP002357,BEN003120,OFF0014,2024-08-10,CSC Center,No,Yes,No,Approved,
APP002358,BEN006623,OFF0073,2025-06-24,Online,No,Yes,No,Approved,
APP002359,BEN002540,OFF0051,2026-06-16,District Office,No,Yes,No,Approved,
APP002360,BEN002850,OFF0096,2026-03-31,Mobile Camp,Yes,Yes,No,Approved,
APP002361,BEN009870,OFF0047,2025-09-27,Mobile Camp,Yes,Yes,No,Approved,
APP002362,BEN000051,OFF0045,2025-11-28,Online,Yes,No,No,Under Verification,
APP002363,BEN000491,OFF0071,2024-12-03,District Office,No,Yes,No,Rejected,Incomplete Documents
APP002364,BEN004359,OFF0012,2025-03-16,Mobile Camp,No,No,No,Rejected,Invalid Aadhaar
APP002365,BEN001193,OFF0028,2025-10-22,District Office,No,Yes,Yes,Pending,
APP002366,BEN003118,OFF0068,2025-07-14,Hospital,Yes,No,Yes,Approved,
APP002367,BEN004376,OFF0052,2025-08-03,CSC Center,No,No,Yes,Approved,
APP002368,BEN000483,OFF0022,2024-11-04,CSC Center,Yes,Yes,No,Approved,
APP002369,BEN009837,OFF0051,2024-08-27,District Office,Yes,Yes,Yes,Under Verification,
APP002370,BEN006344,OFF0065,2025-06-24,Online,Yes,No,Yes,Approved,
APP002371,BEN000786,OFF0009,2024-09-28,Online,No,Yes,No,Approved,
APP002372,BEN009938,OFF0010,2026-03-31,Online,No,No,Yes,Rejected,Duplicate Application
APP002373,BEN008550,OFF0026,2026-06-08,District Office,Yes,Yes,No,Rejected,Invalid Aadhaar
APP002374,BEN003613,OFF0082,2026-04-21,Online,No,No,No,Approved,
APP002375,BEN009812,OFF0037,2025-04-02,Online,No,Yes,No,Approved,
APP002376,BEN006745,OFF0086,2026-01-15,CSC Center,No,Yes,Yes,Pending,
APP002377,BEN008063,OFF0093,2024-09-13,District Office,No,Yes,Yes,Approved,
APP002378,BEN009264,OFF0090,2025-08-05,Online,No,Yes,No,Under Verification,
APP002379,BEN008585,OFF0087,2025-11-23,Online,Yes,Yes,Yes,Approved,
APP002380,BEN007437,OFF0030,2024-11-21,CSC Center,No,No,Yes,Pending,
APP002381,BEN003320,OFF0045,2024-08-09,District Office,Yes,No,Yes,Under Verification,
APP002382,BEN007607,OFF0002,2025-01-18,CSC Center,Yes,Yes,Yes,Approved,
APP002383,BEN000008,OFF0049,2026-01-10,District Office,Yes,No,Yes,Pending,
APP002384,BEN007664,OFF0064,2025-06-15,Hospital,No,Yes,Yes,Approved,
APP002385,BEN003576,OFF0058,2025-06-16,Mobile Camp,No,No,No,Pending,
APP002386,BEN009709,OFF0007,2025-08-21,CSC Center,No,Yes,Yes,Approved,
APP002387,BEN006482,OFF0038,2025-08-20,Online,No,No,No,Approved,
APP002388,BEN000867,OFF0031,2025-10-26,Hospital,Yes,No,No,Approved,
APP002389,BEN008753,OFF0014,2024-11-10,District Office,No,Yes,Yes,Under Verification,
APP002390,BEN001232,OFF0002,2025-04-18,Online,No,Yes,Yes,Rejected,Not Eligible
APP002391,BEN003169,OFF0034,2025-04-25,District Office,Yes,No,No,Approved,
APP002392,BEN009937,OFF0057,2026-06-22,District Office,Yes,Yes,Yes,Approved,
APP002393,BEN008443,OFF0023,2025-02-14,Hospital,No,Yes,No,Approved,
APP002394,BEN003751,OFF0074,2025-05-06,Online,No,No,No,Rejected,Not Eligible
APP002395,BEN001950,OFF0059,2025-05-23,Online,No,No,Yes,Approved,
APP002396,BEN006637,OFF0067,2026-03-03,Online,No,Yes,No,Rejected,Incomplete Documents
APP002397,BEN008858,OFF0019,2025-03-29,CSC Center,Yes,Yes,No,Pending,
APP002398,BEN005373,OFF0087,2025-12-19,District Office,No,Yes,No,Approved,
APP002399,BEN008833,OFF0058,2025-10-17,Hospital,No,Yes,Yes,Under Verification,
APP002400,BEN008567,OFF0084,2024-08-19,Online,Yes,No,No,Rejected,Incomplete Documents
APP002401,BEN007483,OFF0097,2026-03-15,Online,No,Yes,No,Approved,
APP002402,BEN009978,OFF0070,2025-11-12,Mobile Camp,Yes,Yes,Yes,Approved,
APP002403,BEN000620,OFF0043,2025-11-24,CSC Center,No,No,No,Rejected,Address Mismatch
APP002404,BEN002130,OFF0039,2025-03-26,Mobile Camp,Yes,Yes,No,Rejected,Duplicate Application
APP002405,BEN005682,OFF0058,2024-08-30,Mobile Camp,No,Yes,No,Approved,
APP002406,BEN001502,OFF0046,2025-03-23,CSC Center,No,No,No,Under Verification,
APP002407,BEN007826,OFF0026,2024-09-21,CSC Center,Yes,No,No,Approved,
APP002408,BEN006234,OFF0100,2025-09-16,Mobile Camp,Yes,No,No,Pending,
APP002409,BEN008720,OFF0064,2025-12-18,CSC Center,No,No,Yes,Approved,
APP002410,BEN002122,OFF0041,2025-05-06,CSC Center,No,Yes,No,Approved,
APP002411,BEN008592,OFF0001,2025-02-15,CSC Center,Yes,No,Yes,Approved,
APP002412,BEN004413,OFF0004,2025-01-21,Hospital,No,No,No,Approved,
APP002413,BEN007482,OFF0073,2026-01-23,Online,Yes,No,Yes,Pending,
APP002414,BEN005614,OFF0048,2026-05-02,CSC Center,No,No,No,Approved,
APP002415,BEN003214,OFF0018,2025-12-01,Mobile Camp,No,Yes,Yes,Approved,
APP002416,BEN002181,OFF0088,2026-06-13,Mobile Camp,No,No,Yes,Approved,
APP002417,BEN003188,OFF0070,2025-10-21,Mobile Camp,Yes,No,No,Under Verification,
APP002418,BEN002694,OFF0034,2026-05-19,Hospital,Yes,No,No,Pending,
APP002419,BEN002915,OFF0044,2024-11-03,Mobile Camp,Yes,No,Yes,Approved,
APP002420,BEN003642,OFF0044,2025-03-25,Hospital,Yes,Yes,Yes,Approved,
APP002421,BEN009174,OFF0091,2024-09-11,Hospital,Yes,No,No,Approved,
APP002422,BEN006329,OFF0072,2025-10-05,Mobile Camp,No,No,No,Approved,
APP002423,BEN004288,OFF0029,2025-12-07,Hospital,Yes,Yes,Yes,Pending,
APP002424,BEN007885,OFF0077,2024-10-27,Online,Yes,No,Yes,Approved,
APP002425,BEN004410,OFF0005,2026-06-22,Hospital,Yes,No,No,Pending,
APP002426,BEN001446,OFF0042,2025-04-07,Online,No,No,Yes,Approved,
APP002427,BEN001757,OFF0028,2025-03-07,Hospital,Yes,No,No,Approved,
APP002428,BEN008594,OFF0013,2025-12-01,District Office,No,No,Yes,Approved,
APP002429,BEN000264,OFF0080,2026-01-03,CSC Center,Yes,No,Yes,Approved,
APP002430,BEN000577,OFF0100,2025-12-06,District Office,No,Yes,No,Approved,
APP002431,BEN009200,OFF0008,2025-05-10,CSC Center,No,Yes,No,Approved,
APP002432,BEN005915,OFF0017,2024-10-18,Mobile Camp,No,No,Yes,Approved,
APP002433,BEN002243,OFF0043,2025-10-15,District Office,No,Yes,No,Approved,
APP002434,BEN009562,OFF0065,2026-01-11,District Office,No,No,No,Approved,
APP002435,BEN002746,OFF0018,2026-07-08,Hospital,No,No,No,Approved,
APP002436,BEN009640,OFF0055,2024-09-13,Hospital,No,Yes,Yes,Under Verification,
APP002437,BEN004990,OFF0079,2025-03-07,Online,No,No,Yes,Under Verification,
APP002438,BEN002231,OFF0001,2025-09-17,CSC Center,No,No,Yes,Rejected,Income Above Limit
APP002439,BEN009607,OFF0083,2025-04-28,CSC Center,Yes,Yes,No,Rejected,Income Above Limit
APP002440,BEN005200,OFF0009,2025-11-21,Hospital,No,No,Yes,Approved,
APP002441,BEN008549,OFF0027,2026-03-16,District Office,Yes,Yes,No,Approved,
APP002442,BEN004969,OFF0037,2025-03-22,Mobile Camp,No,No,No,Rejected,Address Mismatch
APP002443,BEN002361,OFF0064,2026-04-02,CSC Center,No,No,No,Under Verification,
APP002444,BEN004796,OFF0083,2024-10-17,Online,Yes,No,Yes,Approved,
APP002445,BEN006043,OFF0037,2025-12-12,Online,Yes,Yes,Yes,Approved,
APP002446,BEN002191,OFF0025,2026-01-06,CSC Center,Yes,Yes,No,Rejected,Incomplete Documents
APP002447,BEN001518,OFF0008,2026-04-14,Online,Yes,Yes,No,Approved,
APP002448,BEN004300,OFF0063,2026-02-03,Mobile Camp,No,No,Yes,Approved,
APP002449,BEN008725,OFF0022,2025-12-24,Mobile Camp,Yes,No,Yes,Rejected,Invalid Aadhaar
APP002450,BEN002961,OFF0045,2026-06-18,Hospital,No,No,No,Approved,
APP002451,BEN007928,OFF0018,2025-08-22,Mobile Camp,Yes,No,Yes,Approved,
APP002452,BEN001479,OFF0066,2024-09-20,District Office,No,Yes,Yes,Rejected,Not Eligible
APP002453,BEN006431,OFF0007,2025-11-23,CSC Center,No,Yes,No,Approved,
APP002454,BEN002877,OFF0009,2025-12-12,CSC Center,Yes,No,Yes,Approved,
APP002455,BEN009249,OFF0084,2025-06-03,CSC Center,Yes,No,Yes,Approved,
APP002456,BEN002827,OFF0020,2025-08-08,Mobile Camp,Yes,No,Yes,Approved,
APP002457,BEN001652,OFF0094,2025-04-17,Hospital,Yes,No,Yes,Approved,
APP002458,BEN009063,OFF0071,2024-07-24,CSC Center,No,No,Yes,Pending,
APP002459,BEN009464,OFF0070,2025-04-17,Mobile Camp,No,No,No,Approved,
APP002460,BEN002002,OFF0063,2025-03-06,District Office,No,Yes,Yes,Approved,
APP002461,BEN006441,OFF0038,2024-11-27,Online,No,No,No,Approved,
APP002462,BEN009464,OFF0100,2024-12-23,Online,Yes,No,No,Approved,
APP002463,BEN000045,OFF0024,2025-04-01,District Office,Yes,Yes,Yes,Approved,
APP002464,BEN005425,OFF0032,2026-02-25,Mobile Camp,No,No,Yes,Approved,
APP002465,BEN003511,OFF0063,2025-07-22,Hospital,Yes,Yes,Yes,Approved,
APP002466,BEN002446,OFF0004,2024-12-06,CSC Center,No,No,Yes,Rejected,Income Above Limit
APP002467,BEN008979,OFF0025,2025-01-01,Online,No,No,No,Approved,
APP002468,BEN008498,OFF0065,2024-10-24,Mobile Camp,No,No,Yes,Approved,
APP002469,BEN006099,OFF0086,2024-11-07,CSC Center,Yes,No,Yes,Approved,
APP002470,BEN000663,OFF0026,2024-09-07,Hospital,Yes,No,Yes,Pending,
APP002471,BEN009383,OFF0074,2025-02-24,District Office,Yes,No,Yes,Approved,
APP002472,BEN003442,OFF0094,2026-04-26,Online,Yes,Yes,Yes,Approved,
APP002473,BEN009616,OFF0096,2026-03-14,Online,Yes,No,Yes,Approved,
APP002474,BEN007832,OFF0036,2024-09-26,Mobile Camp,Yes,Yes,Yes,Approved,
APP002475,BEN000081,OFF0074,2025-08-08,District Office,Yes,Yes,No,Approved,
APP002476,BEN001523,OFF0078,2026-02-28,CSC Center,No,Yes,Yes,Under Verification,
APP002477,BEN002487,OFF0015,2025-09-02,Online,No,No,No,Approved,
APP002478,BEN002288,OFF0007,2026-04-19,Online,Yes,Yes,No,Pending,
APP002479,BEN006598,OFF0014,2026-02-03,CSC Center,Yes,Yes,Yes,Pending,
APP002480,BEN007316,OFF0018,2026-05-27,Mobile Camp,No,Yes,Yes,Approved,
APP002481,BEN003508,OFF0005,2025-08-22,CSC Center,No,No,No,Approved,
APP002482,BEN003415,OFF0069,2024-08-08,CSC Center,No,No,Yes,Pending,
APP002483,BEN002452,OFF0098,2025-12-06,Online,Yes,No,Yes,Rejected,Incomplete Documents
APP002484,BEN009149,OFF0088,2025-03-28,Mobile Camp,Yes,No,Yes,Approved,
APP002485,BEN009445,OFF0086,2026-05-21,CSC Center,Yes,No,No,Approved,
APP002486,BEN002111,OFF0003,2026-02-25,CSC Center,No,No,No,Rejected,Address Mismatch
APP002487,BEN001082,OFF0095,2025-11-02,Online,Yes,No,Yes,Approved,
APP002488,BEN009560,OFF0064,2024-10-19,CSC Center,No,Yes,Yes,Rejected,Income Above Limit
APP002489,BEN004514,OFF0025,2025-10-16,Hospital,No,No,No,Approved,
APP002490,BEN005029,OFF0098,2025-04-28,CSC Center,Yes,No,Yes,Under Verification,
APP002491,BEN002559,OFF0004,2024-11-06,District Office,Yes,No,Yes,Pending,
APP002492,BEN005929,OFF0079,2024-11-13,CSC Center,No,No,Yes,Approved,
APP002493,BEN002726,OFF0077,2024-11-27,District Office,Yes,No,No,Approved,
APP002494,BEN009680,OFF0003,2026-04-16,CSC Center,Yes,No,Yes,Approved,
APP002495,BEN005610,OFF0041,2025-12-30,CSC Center,Yes,Yes,No,Approved,
APP002496,BEN000531,OFF0032,2026-02-28,Online,No,No,No,Pending,
APP002497,BEN009248,OFF0099,2025-11-07,Hospital,No,No,Yes,Approved,
APP002498,BEN006077,OFF0057,2026-03-30,Hospital,No,No,No,Approved,
APP002499,BEN002826,OFF0032,2026-06-11,Online,Yes,No,No,Approved,
APP002500,BEN007114,OFF0001,2024-11-15,Mobile Camp,Yes,Yes,Yes,Pending,
APP002501,BEN000635,OFF0027,2026-01-21,District Office,Yes,Yes,No,Pending,
APP002502,BEN006532,OFF0036,2025-06-14,District Office,Yes,No,Yes,Rejected,Income Above Limit
APP002503,BEN008920,OFF0002,2024-08-12,Hospital,No,Yes,Yes,Approved,
APP002504,BEN009712,OFF0004,2025-05-25,Hospital,Yes,No,Yes,Rejected,Income Above Limit
APP002505,BEN003203,OFF0066,2025-04-18,District Office,Yes,Yes,Yes,Pending,
APP002506,BEN007569,OFF0092,2025-12-17,Online,Yes,No,No,Approved,
APP002507,BEN008695,OFF0036,2026-01-19,CSC Center,No,Yes,Yes,Approved,
APP002508,BEN003221,OFF0004,2025-01-10,District Office,Yes,No,No,Pending,
APP002509,BEN007321,OFF0055,2025-06-20,Mobile Camp,No,No,Yes,Approved,
APP002510,BEN003352,OFF0016,2025-10-27,Hospital,Yes,Yes,No,Approved,
APP002511,BEN002566,OFF0057,2025-02-16,District Office,No,No,Yes,Under Verification,
APP002512,BEN001294,OFF0046,2026-02-14,Mobile Camp,Yes,Yes,No,Approved,
APP002513,BEN000311,OFF0005,2026-02-11,Hospital,No,No,No,Pending,
APP002514,BEN001642,OFF0040,2026-03-10,Mobile Camp,Yes,Yes,Yes,Under Verification,
APP002515,BEN000829,OFF0058,2025-06-23,District Office,Yes,No,Yes,Approved,
APP002516,BEN000322,OFF0096,2025-01-07,Mobile Camp,Yes,Yes,No,Approved,
APP002517,BEN009408,OFF0001,2025-08-28,Online,No,Yes,Yes,Approved,
APP002518,BEN004187,OFF0079,2025-01-11,Online,No,No,No,Approved,
APP002519,BEN009931,OFF0068,2025-03-07,CSC Center,Yes,Yes,No,Under Verification,
APP002520,BEN009672,OFF0057,2026-03-30,District Office,No,No,Yes,Approved,
APP002521,BEN006732,OFF0049,2026-03-11,CSC Center,Yes,No,No,Under Verification,
APP002522,BEN000805,OFF0063,2025-07-09,Hospital,Yes,Yes,Yes,Approved,
APP002523,BEN005281,OFF0056,2026-06-12,Mobile Camp,No,Yes,No,Approved,
APP002524,BEN000241,OFF0009,2026-04-19,Hospital,Yes,No,Yes,Approved,
APP002525,BEN000432,OFF0028,2024-12-07,Mobile Camp,No,Yes,Yes,Approved,
APP002526,BEN001459,OFF0053,2025-04-21,CSC Center,Yes,No,Yes,Pending,
APP002527,BEN008942,OFF0011,2025-12-18,Mobile Camp,No,Yes,Yes,Approved,
APP002528,BEN001369,OFF0057,2025-09-26,Mobile Camp,No,Yes,Yes,Under Verification,
APP002529,BEN008956,OFF0052,2025-06-17,Mobile Camp,Yes,Yes,Yes,Rejected,Duplicate Application
APP002530,BEN007394,OFF0046,2025-07-03,CSC Center,No,No,No,Approved,
APP002531,BEN000189,OFF0070,2026-02-27,Online,No,Yes,No,Approved,
APP002532,BEN007772,OFF0041,2025-02-13,Online,Yes,Yes,No,Approved,
APP002533,BEN009232,OFF0011,2026-03-06,District Office,Yes,Yes,Yes,Approved,
APP002534,BEN008371,OFF0064,2025-05-02,Mobile Camp,No,Yes,No,Approved,
APP002535,BEN009170,OFF0065,2025-08-04,District Office,No,Yes,No,Approved,
APP002536,BEN000707,OFF0076,2025-08-23,Online,No,Yes,No,Approved,
APP002537,BEN001844,OFF0046,2025-05-31,District Office,Yes,Yes,No,Approved,
APP002538,BEN004655,OFF0087,2024-11-12,Mobile Camp,Yes,No,No,Rejected,Not Eligible
APP002539,BEN005801,OFF0014,2026-04-05,Mobile Camp,No,Yes,No,Rejected,Invalid Aadhaar
APP002540,BEN000741,OFF0078,2024-12-12,Hospital,No,No,Yes,Under Verification,
APP002541,BEN004339,OFF0079,2026-03-24,Hospital,No,No,Yes,Approved,
APP002542,BEN001062,OFF0057,2025-10-22,Mobile Camp,No,Yes,No,Pending,
APP002543,BEN002333,OFF0021,2024-10-25,Hospital,Yes,No,No,Under Verification,
APP002544,BEN008891,OFF0070,2026-05-19,Mobile Camp,Yes,No,No,Pending,
APP002545,BEN008728,OFF0090,2025-01-20,Mobile Camp,Yes,No,Yes,Approved,
APP002546,BEN004236,OFF0051,2024-08-19,Mobile Camp,No,Yes,No,Approved,
APP002547,BEN000362,OFF0080,2025-11-20,Hospital,Yes,Yes,Yes,Rejected,Income Above Limit
APP002548,BEN009610,OFF0097,2025-07-18,CSC Center,No,Yes,Yes,Under Verification,
APP002549,BEN006675,OFF0014,2026-05-19,District Office,No,Yes,No,Approved,
APP002550,BEN003057,OFF0032,2025-04-24,Hospital,No,Yes,No,Pending,
APP002551,BEN005447,OFF0100,2025-09-13,CSC Center,No,No,No,Rejected,Income Above Limit
APP002552,BEN008120,OFF0019,2026-07-05,Mobile Camp,Yes,No,No,Approved,
APP002553,BEN000518,OFF0025,2024-09-27,Hospital,Yes,No,No,Approved,
APP002554,BEN001036,OFF0061,2026-01-13,Online,Yes,No,Yes,Rejected,Invalid Aadhaar
APP002555,BEN008958,OFF0070,2026-04-28,Online,No,No,Yes,Under Verification,
APP002556,BEN001588,OFF0035,2025-08-14,Hospital,No,Yes,Yes,Pending,
APP002557,BEN005349,OFF0080,2026-05-02,District Office,No,No,No,Approved,
APP002558,BEN008822,OFF0080,2024-10-14,Mobile Camp,No,No,No,Rejected,Incomplete Documents
APP002559,BEN008303,OFF0049,2025-02-16,Online,No,No,No,Approved,
APP002560,BEN005138,OFF0085,2024-09-13,Online,Yes,Yes,Yes,Pending,
APP002561,BEN007828,OFF0047,2026-02-22,District Office,Yes,No,Yes,Approved,
APP002562,BEN001154,OFF0061,2024-11-11,Online,Yes,No,Yes,Pending,
APP002563,BEN006902,OFF0041,2025-02-06,CSC Center,Yes,No,No,Approved,
APP002564,BEN006102,OFF0077,2025-06-23,District Office,Yes,Yes,Yes,Pending,
APP002565,BEN009735,OFF0084,2026-06-13,Hospital,Yes,No,No,Approved,
APP002566,BEN002932,OFF0007,2025-08-12,District Office,No,No,No,Approved,
APP002567,BEN007068,OFF0064,2024-11-01,Hospital,No,No,Yes,Approved,
APP002568,BEN000236,OFF0040,2026-04-16,Hospital,No,No,No,Approved,
APP002569,BEN008807,OFF0004,2025-06-14,Hospital,No,Yes,Yes,Approved,
APP002570,BEN008298,OFF0078,2024-09-19,CSC Center,Yes,No,No,Pending,
APP002571,BEN006627,OFF0049,2026-06-17,CSC Center,No,No,No,Rejected,Not Eligible
APP002572,BEN000888,OFF0014,2024-12-29,Hospital,No,Yes,Yes,Approved,
APP002573,BEN000151,OFF0089,2026-04-05,District Office,Yes,Yes,Yes,Under Verification,
APP002574,BEN002866,OFF0020,2025-06-25,District Office,No,No,No,Approved,
APP002575,BEN005090,OFF0052,2026-05-28,Hospital,Yes,No,Yes,Pending,
APP002576,BEN001699,OFF0011,2025-04-07,Online,Yes,No,No,Approved,
APP002577,BEN008740,OFF0067,2026-07-02,Online,Yes,Yes,Yes,Approved,
APP002578,BEN007776,OFF0076,2024-07-30,District Office,No,No,Yes,Approved,
APP002579,BEN003210,OFF0011,2025-05-28,Mobile Camp,No,No,Yes,Approved,
APP002580,BEN004477,OFF0058,2024-08-20,District Office,No,Yes,No,Pending,
APP002581,BEN001248,OFF0019,2025-05-13,CSC Center,Yes,Yes,No,Approved,
APP002582,BEN003749,OFF0095,2025-08-03,Hospital,Yes,No,No,Rejected,Invalid Aadhaar
APP002583,BEN009646,OFF0094,2025-04-26,Mobile Camp,Yes,No,No,Approved,
APP002584,BEN002766,OFF0048,2025-01-09,Mobile Camp,Yes,No,Yes,Under Verification,
APP002585,BEN002022,OFF0086,2025-05-05,CSC Center,No,No,No,Approved,
APP002586,BEN004397,OFF0007,2024-09-11,District Office,No,No,No,Pending,
APP002587,BEN004673,OFF0084,2025-04-27,CSC Center,Yes,Yes,Yes,Approved,
APP002588,BEN002293,OFF0025,2024-12-31,District Office,No,No,Yes,Approved,
APP002589,BEN007386,OFF0057,2024-07-31,District Office,Yes,Yes,No,Under Verification,
APP002590,BEN002726,OFF0063,2025-03-14,CSC Center,No,Yes,Yes,Approved,
APP002591,BEN007779,OFF0046,2026-07-02,Mobile Camp,Yes,Yes,No,Approved,
APP002592,BEN004046,OFF0006,2024-09-24,CSC Center,Yes,No,Yes,Approved,
APP002593,BEN005325,OFF0093,2026-04-22,CSC Center,No,Yes,No,Approved,
APP002594,BEN003761,OFF0040,2026-01-16,Online,Yes,No,No,Pending,
APP002595,BEN007769,OFF0065,2025-11-26,Online,No,No,Yes,Approved,
APP002596,BEN004569,OFF0033,2025-03-27,Hospital,No,No,No,Approved,
APP002597,BEN000877,OFF0069,2026-03-16,Mobile Camp,No,Yes,No,Approved,
APP002598,BEN009876,OFF0080,2024-10-31,Mobile Camp,Yes,Yes,No,Approved,
APP002599,BEN003948,OFF0083,2024-10-24,CSC Center,No,No,No,Approved,
APP002600,BEN009305,OFF0075,2024-08-08,Mobile Camp,Yes,Yes,No,Approved,
APP002601,BEN005153,OFF0062,2025-02-17,CSC Center,No,Yes,No,Approved,
APP002602,BEN007364,OFF0088,2026-06-22,District Office,Yes,Yes,Yes,Pending,
APP002603,BEN009802,OFF0070,2026-04-15,District Office,No,Yes,No,Approved,
APP002604,BEN002166,OFF0027,2025-07-11,CSC Center,No,Yes,Yes,Rejected,Not Eligible
APP002605,BEN003904,OFF0073,2026-01-01,Online,No,Yes,No,Rejected,Incomplete Documents
APP002606,BEN002575,OFF0073,2026-04-16,CSC Center,Yes,Yes,Yes,Approved,
APP002607,BEN002388,OFF0016,2024-10-25,Online,Yes,Yes,Yes,Pending,
APP002608,BEN002880,OFF0001,2026-02-19,Mobile Camp,No,No,No,Pending,
APP002609,BEN006217,OFF0015,2026-01-09,Online,No,No,Yes,Pending,
APP002610,BEN000184,OFF0071,2025-07-09,Hospital,Yes,No,No,Pending,
APP002611,BEN001523,OFF0037,2025-06-23,CSC Center,No,No,Yes,Pending,
APP002612,BEN001394,OFF0076,2025-10-30,Online,No,No,No,Approved,
APP002613,BEN009017,OFF0083,2024-07-14,Hospital,No,No,No,Pending,
APP002614,BEN001601,OFF0005,2026-06-13,Online,No,No,Yes,Pending,
APP002615,BEN000058,OFF0048,2024-09-09,Hospital,No,No,Yes,Rejected,Duplicate Application
APP002616,BEN005430,OFF0003,2024-07-24,Online,No,No,No,Under Verification,
APP002617,BEN006916,OFF0035,2025-01-24,Online,No,No,No,Pending,
APP002618,BEN001418,OFF0091,2024-12-24,CSC Center,No,Yes,No,Pending,
APP002619,BEN008875,OFF0042,2026-04-19,Mobile Camp,No,No,Yes,Pending,
APP002620,BEN008566,OFF0079,2024-11-03,Mobile Camp,Yes,No,No,Pending,
APP002621,BEN008983,OFF0026,2025-09-09,CSC Center,No,No,Yes,Approved,
APP002622,BEN006364,OFF0078,2026-07-10,Online,Yes,No,Yes,Approved,
APP002623,BEN007742,OFF0068,2026-01-25,District Office,Yes,No,Yes,Under Verification,
APP002624,BEN006079,OFF0076,2025-10-25,Hospital,No,Yes,No,Approved,
APP002625,BEN006178,OFF0003,2025-08-23,CSC Center,Yes,Yes,Yes,Approved,
APP002626,BEN002175,OFF0056,2025-06-03,District Office,Yes,No,Yes,Rejected,Duplicate Application
APP002627,BEN004960,OFF0011,2024-10-04,Online,No,Yes,Yes,Approved,
APP002628,BEN007553,OFF0047,2026-03-04,Hospital,Yes,No,No,Approved,
APP002629,BEN007487,OFF0038,2025-02-18,CSC Center,No,No,No,Approved,
APP002630,BEN009866,OFF0024,2025-01-10,Mobile Camp,Yes,No,Yes,Rejected,Income Above Limit
APP002631,BEN009971,OFF0092,2025-02-28,CSC Center,No,No,Yes,Approved,
APP002632,BEN002666,OFF0019,2024-10-12,District Office,No,Yes,No,Approved,
APP002633,BEN000875,OFF0091,2024-08-16,Hospital,No,Yes,Yes,Rejected,Duplicate Application
APP002634,BEN009070,OFF0045,2025-01-11,Hospital,No,Yes,No,Approved,
APP002635,BEN007129,OFF0100,2025-06-01,Online,Yes,Yes,No,Approved,
APP002636,BEN008142,OFF0001,2025-11-18,Online,Yes,Yes,No,Approved,
APP002637,BEN003598,OFF0091,2026-03-18,Hospital,Yes,No,Yes,Rejected,Invalid Aadhaar
APP002638,BEN003462,OFF0018,2025-11-05,District Office,Yes,Yes,No,Approved,
APP002639,BEN004588,OFF0001,2025-06-30,District Office,Yes,Yes,No,Pending,
APP002640,BEN007416,OFF0031,2024-08-27,District Office,Yes,No,No,Pending,
APP002641,BEN000103,OFF0062,2024-10-04,Hospital,Yes,Yes,Yes,Pending,
APP002642,BEN009411,OFF0048,2026-04-20,Mobile Camp,Yes,No,Yes,Under Verification,
APP002643,BEN001412,OFF0041,2026-06-13,Online,Yes,No,Yes,Approved,
APP002644,BEN007219,OFF0007,2025-08-02,CSC Center,Yes,Yes,No,Rejected,Incomplete Documents
APP002645,BEN001162,OFF0056,2025-10-16,Online,Yes,No,No,Approved,
APP002646,BEN001420,OFF0065,2025-08-30,Hospital,No,No,Yes,Approved,
APP002647,BEN002308,OFF0073,2024-07-22,District Office,Yes,No,No,Approved,
APP002648,BEN002155,OFF0077,2025-11-12,District Office,Yes,No,Yes,Approved,
APP002649,BEN008433,OFF0019,2025-08-14,CSC Center,No,Yes,Yes,Under Verification,
APP002650,BEN001159,OFF0005,2025-09-29,Online,Yes,No,No,Approved,
APP002651,BEN003634,OFF0088,2025-01-13,District Office,No,Yes,No,Approved,
APP002652,BEN007174,OFF0033,2026-01-19,CSC Center,No,Yes,No,Approved,
APP002653,BEN008683,OFF0008,2024-10-29,Hospital,No,Yes,No,Approved,
APP002654,BEN007337,OFF0025,2025-02-21,CSC Center,No,No,Yes,Approved,
APP002655,BEN008965,OFF0039,2025-06-08,Hospital,Yes,No,No,Under Verification,
APP002656,BEN006651,OFF0018,2024-07-11,Hospital,No,Yes,No,Approved,
APP002657,BEN007280,OFF0036,2025-10-30,District Office,No,No,No,Approved,
APP002658,BEN005775,OFF0011,2025-04-10,District Office,Yes,Yes,Yes,Approved,
APP002659,BEN000160,OFF0077,2025-01-12,Hospital,No,Yes,Yes,Pending,
APP002660,BEN008084,OFF0081,2025-09-26,Online,Yes,Yes,Yes,Approved,
APP002661,BEN001366,OFF0013,2025-05-29,Mobile Camp,No,Yes,Yes,Approved,
APP002662,BEN002332,OFF0043,2024-12-02,District Office,No,Yes,Yes,Rejected,Not Eligible
APP002663,BEN002756,OFF0082,2025-12-08,Mobile Camp,No,Yes,No,Pending,
APP002664,BEN004392,OFF0090,2025-12-11,CSC Center,Yes,Yes,Yes,Under Verification,
APP002665,BEN002986,OFF0057,2024-09-14,Mobile Camp,No,Yes,Yes,Under Verification,
