Hospital_ID,Hospital_Name,State,District,Latitude,Longitude,Hospital_Type,Beds,Doctors,PMJAY_Empanelled,Rating,Previous_Fraud
HOS0220,Sanjeevani Udaipur Care Hospital,Rajasthan,Udaipur,19.623348,82.691767,Private,448,79,Yes,4.9,No
HOS0221,District Bhavnagar Hospital,Gujarat,Bhavnagar,11.171713,75.198698,Private,190,92,Yes,3.9,No
HOS0222,Fortis Kota Health Center,Rajasthan,Kota,11.072392,70.85959,Government,551,81,Yes,3.9,No
HOS0223,Fortis Ajmer Care Hospital,Rajasthan,Ajmer,28.022682,72.371603,Private,514,23,Yes,4.8,No
HOS0224,Apollo Agra Multi Speciality Hospital,Uttar Pradesh,Agra,21.204646,73.999152,Private,507,22,Yes,4.2,No
HOS0225,Fortis Mumbai Hospital,Maharashtra,Mumbai,8.654968,77.94926,Government,188,104,Yes,2.9,No
HOS0226,Sanjeevani Vadodara Medical Centre,Gujarat,Vadodara,31.134918,86.263049,Government,462,60,Yes,4.0,No
HOS0227,MediPlus Vadodara Hospital,Gujarat,Vadodara,28.437333,73.96775,Private,84,83,Yes,4.7,No
HOS0228,Sanjeevani Pune Hospital,Maharashtra,Pune,15.608248,93.01646,Private,340,86,Yes,3.5,No
HOS0229,National Nashik Medical Centre,Maharashtra,Nashik,31.598409,88.473662,Government,106,96,Yes,2.8,No
HOS0230,Prime Agra Medical Centre,Uttar Pradesh,Agra,22.813921,80.128934,Government,412,64,Yes,4.1,No
HOS0231,Shree Prayagraj Health Center,Uttar Pradesh,Prayagraj,16.376208,73.425859,Private,74,120,Yes,2.5,No
HOS0232,Jan Kalyan Udaipur Health Center,Rajasthan,Udaipur,19.864896,82.260051,Private,474,72,Yes,3.9,No
HOS0233,City Care Agra Multi Speciality Hospital,Uttar Pradesh,Agra,14.520459,76.371439,Private,599,105,Yes,3.7,No
HOS0234,Apollo Ahmedabad Care Hospital,Gujarat,Ahmedabad,31.875201,78.638991,Private,62,107,Yes,3.9,No
HOS0235,Apollo Bhopal Hospital,Madhya Pradesh,Bhopal,21.042238,78.108732,Private,469,120,No,4.4,No
HOS0236,Lotus Rajkot Care Hospital,Gujarat,Rajkot,26.350348,72.813467,Government,231,114,Yes,2.6,No
HOS0237,Jan Kalyan Aurangabad Medical Centre,Maharashtra,Aurangabad,17.385955,88.417559,Government,293,119,Yes,4.8,No
HOS0238,Health First Varanasi Hospital,Uttar Pradesh,Varanasi,36.782101,93.14438,Government,155,41,Yes,3.3,No
HOS0239,Shree Ajmer Care Hospital,Rajasthan,Ajmer,26.339657,86.206572,Government,97,91,Yes,4.4,No
HOS0240,Sanjeevani Nagpur Health Center,Maharashtra,Nagpur,17.491389,68.071719,Private,115,103,No,4.1,No
HOS0241,MediPlus Ujjain Medical Centre,Madhya Pradesh,Ujjain,36.075729,91.920582,Private,350,116,Yes,3.9,No
HOS0242,Health First Kota Hospital,Rajasthan,Kota,9.332345,86.159206,Private,36,25,No,2.9,No
HOS0243,Prime Jodhpur Medical Centre,Rajasthan,Jodhpur,33.582285,76.7541,Private,300,21,Yes,3.1,No
HOS0244,MediPlus Lucknow Multi Speciality Hospital,Uttar Pradesh,Lucknow,29.053663,89.901733,Private,113,100,Yes,3.0,Yes
HOS0245,Jan Kalyan Surat Health Center,Gujarat,Surat,8.269321,88.172316,Private,452,98,Yes,2.7,No
HOS0246,Aarogya Gwalior Multi Speciality Hospital,Madhya Pradesh,Gwalior,33.548681,71.97675,Private,156,92,No,2.9,No
HOS0247,District Ujjain Medical Centre,Madhya Pradesh,Ujjain,20.762883,88.950529,Private,175,62,Yes,3.6,No
HOS0248,Fortis Bhopal Hospital,Madhya Pradesh,Bhopal,25.097644,79.136925,Private,342,111,Yes,3.2,No
HOS0249,National Bhavnagar Care Hospital,Gujarat,Bhavnagar,16.262703,95.297098,Government,328,36,Yes,3.8,No
HOS0250,Fortis Mumbai Medical Centre,Maharashtra,Mumbai,22.351744,71.269566,Private,92,77,No,2.5,No
HOS0251,MediPlus Pune Care Hospital,Maharashtra,Pune,20.205042,83.84433,Government,502,108,Yes,4.0,Yes
HOS0252,Health First Lucknow Hospital,Uttar Pradesh,Lucknow,35.51172,79.541276,Government,533,108,Yes,4.3,No
HOS0253,National Bhavnagar Medical Centre,Gujarat,Bhavnagar,16.046564,76.9873,Private,228,113,Yes,3.3,No
HOS0254,Prime Indore Health Center,Madhya Pradesh,Indore,29.168793,92.547575,Government,108,65,Yes,4.0,Yes
HOS0255,City Care Lucknow Medical Centre,Uttar Pradesh,Lucknow,28.343489,72.751146,Private,555,76,Yes,4.3,No
HOS0256,Prime Agra Hospital,Uttar Pradesh,Agra,30.371478,68.851331,Private,298,77,Yes,4.3,No
HOS0257,Sanjeevani Jabalpur Care Hospital,Madhya Pradesh,Jabalpur,18.443593,82.48869,Private,396,30,Yes,2.8,No
HOS0258,Prime Bhopal Care Hospital,Madhya Pradesh,Bhopal,8.074487,92.901981,Government,67,70,Yes,4.8,No
HOS0259,Fortis Ujjain Health Center,Madhya Pradesh,Ujjain,14.510944,75.199632,Private,347,44,Yes,3.9,No
HOS0260,Sunrise Bhopal Care Hospital,Madhya Pradesh,Bhopal,36.461002,95.668303,Government,496,120,Yes,4.6,No
HOS0261,City Care Vadodara Multi Speciality Hospital,Gujarat,Vadodara,13.819463,84.350395,Government,268,69,Yes,4.9,No
HOS0262,Fortis Prayagraj Medical Centre,Uttar Pradesh,Prayagraj,12.366425,95.039528,Government,574,54,Yes,4.2,Yes
HOS0263,Fortis Mumbai Health Center,Maharashtra,Mumbai,32.621174,89.089236,Government,562,40,Yes,4.9,No
HOS0264,LifeCare Agra Hospital,Uttar Pradesh,Agra,34.716958,94.021337,Private,401,68,No,2.7,No
HOS0265,LifeCare Varanasi Care Hospital,Uttar Pradesh,Varanasi,24.466801,80.614503,Private,262,47,Yes,3.3,No
HOS0266,Sanjeevani Nagpur Multi Speciality Hospital,Maharashtra,Nagpur,14.774726,95.363086,Government,131,29,Yes,3.6,No
HOS0267,Aarogya Ujjain Medical Centre,Madhya Pradesh,Ujjain,21.105595,81.437051,Private,112,30,Yes,3.3,No
HOS0268,Sunrise Ahmedabad Multi Speciality Hospital,Gujarat,Ahmedabad,12.30139,88.623565,Private,425,75,Yes,3.2,No
HOS0269,MediPlus Lucknow Health Center,Uttar Pradesh,Lucknow,24.122659,83.953506,Government,124,112,Yes,2.8,Yes
HOS0270,Sunrise Kanpur Health Center,Uttar Pradesh,Kanpur,18.794953,86.278629,Private,285,114,Yes,5.0,No
HOS0271,LifeCare Jodhpur Multi Speciality Hospital,Rajasthan,Jodhpur,11.553302,95.326139,Government,463,115,Yes,3.7,No
HOS0272,Aarogya Jodhpur Medical Centre,Rajasthan,Jodhpur,34.340822,75.974471,Private,172,14,Yes,4.0,No
HOS0273,Health First Ajmer Care Hospital,Rajasthan,Ajmer,21.891897,70.543925,Government,449,35,Yes,4.5,No
HOS0274,MediPlus Ahmedabad Multi Speciality Hospital,Gujarat,Ahmedabad,21.910849,90.661618,Government,599,74,Yes,3.2,Yes
HOS0275,City Care Surat Multi Speciality Hospital,Gujarat,Surat,9.699146,96.754408,Private,258,30,Yes,4.1,No
HOS0276,National Bhopal Health Center,Madhya Pradesh,Bhopal,18.289334,92.337445,Private,200,40,Yes,4.5,No
HOS0277,Prime Ahmedabad Multi Speciality Hospital,Gujarat,Ahmedabad,35.479203,84.344588,Private,212,117,No,4.7,No
HOS0278,Sanjeevani Pune Hospital,Maharashtra,Pune,10.617464,74.746077,Government,559,71,Yes,4.8,No
HOS0279,Prime Agra Medical Centre,Uttar Pradesh,Agra,34.644643,92.484239,Government,42,28,Yes,4.8,No
HOS0280,LifeCare Rajkot Multi Speciality Hospital,Gujarat,Rajkot,28.431602,87.202047,Private,364,48,Yes,4.9,No
HOS0281,District Ajmer Multi Speciality Hospital,Rajasthan,Ajmer,13.051877,96.093544,Private,385,38,Yes,4.5,No
HOS0282,Shree Pune Hospital,Maharashtra,Pune,35.514855,95.512247,Government,53,33,Yes,4.8,No
HOS0283,LifeCare Prayagraj Health Center,Uttar Pradesh,Prayagraj,12.078658,89.614957,Government,347,31,Yes,4.9,No
HOS0284,City Care Nashik Multi Speciality Hospital,Maharashtra,Nashik,14.080844,88.102106,Government,130,102,Yes,3.5,No
HOS0285,Sanjeevani Varanasi Health Center,Uttar Pradesh,Varanasi,18.185704,78.88508,Private,250,30,Yes,4.5,Yes
HOS0286,Apollo Indore Hospital,Madhya Pradesh,Indore,10.151812,72.933051,Government,96,80,No,4.9,No
HOS0287,Prime Vadodara Hospital,Gujarat,Vadodara,20.508377,86.95542,Private,464,30,Yes,3.3,No
HOS0288,Prime Udaipur Care Hospital,Rajasthan,Udaipur,15.692678,76.164169,Government,70,60,Yes,4.6,No
HOS0289,MediPlus Mumbai Hospital,Maharashtra,Mumbai,16.541934,87.198587,Private,224,22,Yes,2.9,No
HOS0290,Lotus Jabalpur Hospital,Madhya Pradesh,Jabalpur,16.942249,79.526553,Private,291,21,Yes,3.5,No
HOS0291,Shree Kota Health Center,Rajasthan,Kota,9.293891,80.752472,Government,295,82,Yes,4.4,No
HOS0292,Fortis Indore Care Hospital,Madhya Pradesh,Indore,20.005613,89.93725,Government,82,117,Yes,3.8,No
HOS0293,Health First Udaipur Medical Centre,Rajasthan,Udaipur,21.811606,70.289696,Private,55,74,Yes,3.8,No
HOS0294,LifeCare Surat Health Center,Gujarat,Surat,13.01349,96.546672,Private,217,26,Yes,2.7,No
HOS0295,Lotus Kanpur Care Hospital,Uttar Pradesh,Kanpur,15.478704,94.41333,Private,88,21,Yes,3.5,No
HOS0296,Sanjeevani Aurangabad Hospital,Maharashtra,Aurangabad,30.809969,86.06868,Private,449,24,Yes,2.9,No
HOS0297,National Gwalior Hospital,Madhya Pradesh,Gwalior,30.786623,93.156783,Private,440,43,Yes,3.7,No
HOS0298,Apollo Bhopal Health Center,Madhya Pradesh,Bhopal,12.171727,85.651003,Private,59,60,No,3.3,No
HOS0299,Health First Kota Multi Speciality Hospital,Rajasthan,Kota,8.586754,91.704192,Government,307,117,Yes,4.2,No
HOS0300,Apollo Kanpur Health Center,Uttar Pradesh,Kanpur,30.446896,77.305181,Private,111,34,Yes,4.8,No
HOS0301,Lotus Udaipur Multi Speciality Hospital,Rajasthan,Udaipur,31.809504,82.942821,Government,338,100,Yes,2.8,No
HOS0302,Shree Ahmedabad Medical Centre,Gujarat,Ahmedabad,33.380236,73.821077,Government,53,68,Yes,3.4,No
HOS0303,Jan Kalyan Nashik Health Center,Maharashtra,Nashik,26.426884,71.592313,Government,401,72,Yes,2.9,No
HOS0304,Aarogya Bhavnagar Multi Speciality Hospital,Gujarat,Bhavnagar,12.741895,93.940266,Private,112,46,Yes,2.6,No
HOS0305,District Kanpur Medical Centre,Uttar Pradesh,Kanpur,27.653162,75.803424,Private,40,120,Yes,4.4,Yes
HOS0306,National Kanpur Hospital,Uttar Pradesh,Kanpur,14.489331,85.641973,Private,301,64,No,4.6,No
HOS0307,Apollo Varanasi Care Hospital,Uttar Pradesh,Varanasi,31.905014,79.517424,Government,543,94,No,4.6,No
HOS0308,Apollo Bhavnagar Multi Speciality Hospital,Gujarat,Bhavnagar,27.847981,81.970414,Government,303,91,Yes,3.2,No
HOS0309,Shree Pune Care Hospital,Maharashtra,Pune,30.198757,94.090924,Private,433,94,Yes,2.8,Yes
HOS0310,Apollo Kota Health Center,Rajasthan,Kota,19.733368,89.365231,Private,214,53,Yes,3.1,No
HOS0311,Jan Kalyan Kota Multi Speciality Hospital,Rajasthan,Kota,32.517158,92.378522,Private,205,47,Yes,2.8,No
HOS0312,District Surat Multi Speciality Hospital,Gujarat,Surat,26.978605,74.445352,Government,334,63,Yes,3.3,No
HOS0313,Lotus Nashik Hospital,Maharashtra,Nashik,21.64556,93.125408,Private,92,70,No,3.8,No
HOS0314,Apollo Udaipur Health Center,Rajasthan,Udaipur,9.567797,92.772953,Government,225,53,Yes,3.9,No
HOS0315,Aarogya Jodhpur Medical Centre,Rajasthan,Jodhpur,30.589294,82.139845,Private,201,50,Yes,2.5,No
HOS0316,Fortis Prayagraj Medical Centre,Uttar Pradesh,Prayagraj,22.197736,90.143506,Government,464,91,Yes,3.6,No
HOS0317,Jan Kalyan Gwalior Medical Centre,Madhya Pradesh,Gwalior,29.189113,95.55199,Private,563,34,Yes,2.5,No
HOS0318,Apollo Agra Medical Centre,Uttar Pradesh,Agra,10.978538,82.596758,Government,86,115,Yes,4.9,No
HOS0319,Jan Kalyan Bhavnagar Multi Speciality Hospital,Gujarat,Bhavnagar,20.576292,87.916624,Government,521,55,Yes,2.9,No
HOS0320,Sunrise Jaipur Medical Centre,Rajasthan,Jaipur,29.087896,71.804968,Private,536,31,Yes,4.3,No
HOS0321,Fortis Kota Care Hospital,Rajasthan,Kota,26.070909,85.223798,Government,130,93,Yes,2.6,No
HOS0322,LifeCare Ajmer Care Hospital,Rajasthan,Ajmer,15.32941,88.354178,Government,29,48,Yes,2.8,No
HOS0323,Prime Bhavnagar Medical Centre,Gujarat,Bhavnagar,20.145947,94.060036,Private,140,46,Yes,2.8,No
HOS0324,Lotus Agra Care Hospital,Uttar Pradesh,Agra,36.220472,78.379733,Private,184,15,Yes,4.8,No
HOS0325,Sunrise Kota Hospital,Rajasthan,Kota,8.369733,70.581082,Government,525,29,No,4.4,Yes
HOS0326,District Indore Medical Centre,Madhya Pradesh,Indore,21.245786,96.341438,Government,71,22,Yes,4.7,No
HOS0327,MediPlus Nagpur Hospital,Maharashtra,Nagpur,10.754956,89.987916,Government,161,94,Yes,3.3,No
HOS0328,Health First Rajkot Hospital,Gujarat,Rajkot,18.806042,77.938959,Government,429,68,Yes,3.5,No
HOS0329,LifeCare Jodhpur Medical Centre,Rajasthan,Jodhpur,28.188926,69.700745,Private,183,23,Yes,4.0,No
HOS0330,National Jodhpur Health Center,Rajasthan,Jodhpur,30.595765,85.729394,Private,153,71,No,2.8,No
HOS0331,Apollo Gwalior Multi Speciality Hospital,Madhya Pradesh,Gwalior,8.358446,93.181636,Private,598,38,No,4.2,No
HOS0332,LifeCare Bhavnagar Health Center,Gujarat,Bhavnagar,27.189685,75.208733,Government,414,29,Yes,3.9,No
HOS0333,District Gwalior Medical Centre,Madhya Pradesh,Gwalior,22.66146,81.609379,Private,189,19,Yes,3.3,No
HOS0334,Jan Kalyan Mumbai Medical Centre,Maharashtra,Mumbai,23.964372,78.98049,Private,100,68,Yes,3.9,No
HOS0335,Aarogya Ajmer Hospital,Rajasthan,Ajmer,36.439451,89.61193,Government,433,62,Yes,3.9,No
HOS0336,District Bhavnagar Multi Speciality Hospital,Gujarat,Bhavnagar,33.813216,84.307645,Private,487,53,Yes,2.6,No
HOS0337,Jan Kalyan Kota Care Hospital,Rajasthan,Kota,25.398583,88.783084,Government,483,24,Yes,4.1,Yes
HOS0338,Jan Kalyan Nagpur Care Hospital,Maharashtra,Nagpur,18.84282,71.083345,Private,524,27,Yes,4.4,No
HOS0339,Sunrise Aurangabad Medical Centre,Maharashtra,Aurangabad,11.501628,92.713637,Government,215,101,Yes,4.4,Yes
HOS0340,Fortis Ahmedabad Health Center,Gujarat,Ahmedabad,21.264248,85.090169,Private,530,10,Yes,2.6,No
HOS0341,Health First Vadodara Care Hospital,Gujarat,Vadodara,30.651363,94.395263,Private,197,103,Yes,2.8,No
HOS0342,Jan Kalyan Rajkot Health Center,Gujarat,Rajkot,20.141278,85.660817,Private,274,45,Yes,3.4,No
HOS0343,MediPlus Kanpur Care Hospital,Uttar Pradesh,Kanpur,28.300414,89.704379,Government,580,120,Yes,4.3,No
HOS0344,Sunrise Kanpur Care Hospital,Uttar Pradesh,Kanpur,28.717152,87.911728,Private,155,100,Yes,4.9,No
HOS0345,Fortis Mumbai Multi Speciality Hospital,Maharashtra,Mumbai,24.306126,84.901382,Private,447,96,Yes,4.6,No
HOS0346,Jan Kalyan Jaipur Hospital,Rajasthan,Jaipur,8.732892,72.214475,Private,224,44,Yes,2.9,No
HOS0347,Lotus Pune Hospital,Maharashtra,Pune,28.027251,76.559076,Private,53,55,Yes,2.8,No
HOS0348,Prime Surat Care Hospital,Gujarat,Surat,19.277713,82.816747,Private,314,98,Yes,4.8,No
HOS0349,City Care Aurangabad Hospital,Maharashtra,Aurangabad,29.566429,73.889529,Private,473,116,Yes,4.1,No
HOS0350,Jan Kalyan Aurangabad Care Hospital,Maharashtra,Aurangabad,13.697603,89.022521,Government,479,32,No,2.7,No
HOS0351,MediPlus Ahmedabad Hospital,Gujarat,Ahmedabad,20.426727,84.14136,Government,281,10,Yes,4.3,No
HOS0352,National Agra Hospital,Uttar Pradesh,Agra,30.436168,86.135633,Private,328,72,Yes,3.9,Yes
HOS0353,Sunrise Aurangabad Medical Centre,Maharashtra,Aurangabad,23.097582,90.801489,Government,576,78,Yes,3.4,No
HOS0354,Aarogya Nagpur Multi Speciality Hospital,Maharashtra,Nagpur,14.334913,89.827015,Private,594,115,Yes,4.1,No
HOS0355,Sunrise Nashik Care Hospital,Maharashtra,Nashik,34.639612,75.070988,Government,348,58,No,4.9,No
HOS0356,City Care Rajkot Care Hospital,Gujarat,Rajkot,31.841163,78.873783,Private,476,72,Yes,4.7,No
HOS0357,LifeCare Ahmedabad Medical Centre,Gujarat,Ahmedabad,36.177234,90.426237,Private,87,36,Yes,4.4,No
HOS0358,Sunrise Jaipur Care Hospital,Rajasthan,Jaipur,32.033711,93.48048,Private,465,92,Yes,2.7,No
HOS0359,Prime Jabalpur Multi Speciality Hospital,Madhya Pradesh,Jabalpur,9.098703,70.124193,Government,277,81,Yes,4.6,No
HOS0360,Sanjeevani Ajmer Health Center,Rajasthan,Ajmer,20.557726,68.489838,Private,567,10,Yes,4.0,No
HOS0361,Prime Ahmedabad Hospital,Gujarat,Ahmedabad,18.373304,82.582272,Government,328,87,Yes,4.4,No
HOS0362,Sanjeevani Jaipur Medical Centre,Rajasthan,Jaipur,23.470565,71.955062,Government,578,47,No,2.9,No
HOS0363,Jan Kalyan Mumbai Care Hospital,Maharashtra,Mumbai,12.099842,69.211421,Private,423,78,Yes,2.7,No
HOS0364,MediPlus Pune Care Hospital,Maharashtra,Pune,12.131198,73.335789,Private,278,34,Yes,4.2,No
HOS0365,Sanjeevani Ujjain Care Hospital,Madhya Pradesh,Ujjain,10.121193,87.478872,Government,222,102,Yes,4.9,No
HOS0366,Apollo Lucknow Care Hospital,Uttar Pradesh,Lucknow,10.024458,73.611459,Private,356,88,Yes,4.2,No
HOS0367,Fortis Rajkot Multi Speciality Hospital,Gujarat,Rajkot,35.801109,72.890546,Government,246,101,Yes,3.6,No
HOS0368,Health First Agra Health Center,Uttar Pradesh,Agra,21.422603,78.403506,Government,584,23,Yes,4.0,No
HOS0369,Sunrise Prayagraj Multi Speciality Hospital,Uttar Pradesh,Prayagraj,29.272794,86.171948,Private,39,118,Yes,2.6,No
HOS0370,Sunrise Udaipur Hospital,Rajasthan,Udaipur,23.996226,83.76061,Private,503,93,Yes,3.4,No
HOS0371,Shree Rajkot Health Center,Gujarat,Rajkot,22.532572,70.626067,Government,30,94,Yes,4.9,No
HOS0372,Shree Prayagraj Health Center,Uttar Pradesh,Prayagraj,12.61745,84.42436,Private,169,104,Yes,4.8,Yes
HOS0373,LifeCare Jodhpur Multi Speciality Hospital,Rajasthan,Jodhpur,18.71362,69.241445,Government,389,59,Yes,3.6,Yes
HOS0374,Prime Mumbai Care Hospital,Maharashtra,Mumbai,26.373442,75.931364,Private,577,82,Yes,4.1,No
HOS0375,Apollo Ujjain Health Center,Madhya Pradesh,Ujjain,36.207549,74.464078,Private,373,72,Yes,4.7,Yes
HOS0376,Shree Varanasi Medical Centre,Uttar Pradesh,Varanasi,10.235559,86.660833,Government,211,30,Yes,4.3,No
HOS0377,Fortis Varanasi Multi Speciality Hospital,Uttar Pradesh,Varanasi,28.887414,81.963983,Private,235,85,Yes,4.6,Yes
HOS0378,National Bhopal Care Hospital,Madhya Pradesh,Bhopal,12.672745,86.256672,Government,170,17,Yes,4.8,No
HOS0379,National Udaipur Hospital,Rajasthan,Udaipur,33.476761,89.111255,Private,107,37,Yes,5.0,No
HOS0380,Lotus Kanpur Health Center,Uttar Pradesh,Kanpur,25.424323,91.043866,Private,206,89,Yes,3.2,No
HOS0381,National Nashik Care Hospital,Maharashtra,Nashik,9.996444,78.968129,Government,36,35,Yes,4.8,No
HOS0382,LifeCare Prayagraj Medical Centre,Uttar Pradesh,Prayagraj,21.800206,85.827697,Government,564,74,Yes,2.7,No
HOS0383,Lotus Bhavnagar Hospital,Gujarat,Bhavnagar,34.0121,90.471242,Private,554,63,Yes,2.6,No
HOS0384,Fortis Varanasi Health Center,Uttar Pradesh,Varanasi,18.165017,91.33401,Private,120,64,Yes,3.7,No
HOS0385,National Indore Care Hospital,Madhya Pradesh,Indore,19.850754,73.481609,Private,27,83,Yes,3.8,No
HOS0386,MediPlus Agra Multi Speciality Hospital,Uttar Pradesh,Agra,11.090913,80.356076,Private,287,119,Yes,3.9,No
HOS0387,MediPlus Jodhpur Care Hospital,Rajasthan,Jodhpur,30.729864,81.991565,Government,588,71,Yes,3.3,No
HOS0388,Lotus Jodhpur Hospital,Rajasthan,Jodhpur,29.686612,80.951251,Private,185,22,Yes,3.5,No
HOS0389,Prime Bhavnagar Hospital,Gujarat,Bhavnagar,12.661402,95.972537,Government,113,115,Yes,4.8,No
HOS0390,Sunrise Indore Multi Speciality Hospital,Madhya Pradesh,Indore,10.321152,69.094905,Government,430,88,Yes,3.2,No
HOS0391,District Bhopal Health Center,Madhya Pradesh,Bhopal,20.730189,73.84951,Private,550,46,Yes,4.5,No
HOS0392,Shree Prayagraj Hospital,Uttar Pradesh,Prayagraj,18.43246,86.995554,Private,108,45,Yes,3.4,No
HOS0393,Jan Kalyan Surat Hospital,Gujarat,Surat,29.370841,69.989898,Government,311,102,Yes,4.8,No
HOS0394,National Pune Medical Centre,Maharashtra,Pune,21.188011,79.714738,Government,199,62,Yes,3.9,No
HOS0395,Fortis Mumbai Care Hospital,Maharashtra,Mumbai,35.744571,93.407278,Private,276,98,Yes,3.4,No
HOS0396,Fortis Agra Health Center,Uttar Pradesh,Agra,27.766246,93.999191,Private,513,24,Yes,3.5,No
HOS0397,Fortis Kanpur Multi Speciality Hospital,Uttar Pradesh,Kanpur,19.960353,78.239792,Private,289,41,Yes,3.5,No
HOS0398,Jan Kalyan Mumbai Medical Centre,Maharashtra,Mumbai,21.820108,78.2526,Private,295,33,No,4.2,No
HOS0399,Sunrise Jodhpur Medical Centre,Rajasthan,Jodhpur,33.309532,73.99658,Government,275,117,Yes,2.9,No
HOS0400,National Jabalpur Hospital,Madhya Pradesh,Jabalpur,30.163082,83.702745,Government,513,57,Yes,3.7,No
HOS0401,Sanjeevani Rajkot Medical Centre,Gujarat,Rajkot,36.547446,94.564198,Government,247,106,Yes,2.6,No
HOS0402,City Care Udaipur Care Hospital,Rajasthan,Udaipur,18.07138,92.951604,Private,488,25,Yes,3.7,No
HOS0403,MediPlus Bhopal Care Hospital,Madhya Pradesh,Bhopal,10.921687,78.486467,Private,211,80,Yes,3.2,No
HOS0404,Shree Nagpur Health Center,Maharashtra,Nagpur,20.294344,80.153695,Private,393,119,Yes,3.6,No
HOS0405,Lotus Surat Hospital,Gujarat,Surat,28.903648,91.31854,Private,410,35,Yes,4.9,No
HOS0406,MediPlus Bhopal Health Center,Madhya Pradesh,Bhopal,11.899679,93.904842,Private,566,102,Yes,3.7,No
HOS0407,MediPlus Ahmedabad Hospital,Gujarat,Ahmedabad,28.025752,69.741055,Private,507,117,Yes,3.6,No
HOS0408,Jan Kalyan Nagpur Care Hospital,Maharashtra,Nagpur,35.023493,75.47373,Government,144,54,No,4.9,No
HOS0409,Shree Bhavnagar Multi Speciality Hospital,Gujarat,Bhavnagar,18.298162,87.522592,Private,477,20,Yes,3.2,No
HOS0410,District Kanpur Multi Speciality Hospital,Uttar Pradesh,Kanpur,20.232678,85.756994,Private,93,20,Yes,3.1,No
HOS0411,National Nagpur Health Center,Maharashtra,Nagpur,15.866195,80.902053,Private,391,105,Yes,4.9,No
HOS0412,Shree Lucknow Medical Centre,Uttar Pradesh,Lucknow,27.198654,95.272683,Private,101,36,Yes,2.8,Yes
HOS0413,City Care Udaipur Hospital,Rajasthan,Udaipur,30.357077,83.195501,Private,126,43,Yes,2.7,No
HOS0414,Sunrise Kota Medical Centre,Rajasthan,Kota,29.390204,80.851652,Government,559,117,Yes,2.6,No
HOS0415,Sanjeevani Nashik Care Hospital,Maharashtra,Nashik,35.11087,83.907813,Government,572,32,Yes,3.6,No
HOS0416,Jan Kalyan Vadodara Care Hospital,Gujarat,Vadodara,16.980179,78.067881,Private,111,66,Yes,3.5,No
HOS0417,Jan Kalyan Gwalior Medical Centre,Madhya Pradesh,Gwalior,17.972663,81.606741,Government,523,106,Yes,2.5,No
HOS0418,Sunrise Aurangabad Hospital,Maharashtra,Aurangabad,23.898154,73.468558,Private,467,60,Yes,4.3,No
HOS0419,Apollo Jodhpur Hospital,Rajasthan,Jodhpur,20.244942,74.947293,Private,298,46,Yes,3.8,No
HOS0420,Shree Lucknow Medical Centre,Uttar Pradesh,Lucknow,16.398264,86.469889,Private,298,99,Yes,3.0,Yes
HOS0421,City Care Ujjain Medical Centre,Madhya Pradesh,Ujjain,36.197646,76.181322,Government,468,103,Yes,2.7,Yes
HOS0422,MediPlus Agra Multi Speciality Hospital,Uttar Pradesh,Agra,30.786035,82.453477,Government,52,52,Yes,4.4,No
HOS0423,LifeCare Nashik Care Hospital,Maharashtra,Nashik,21.634257,73.573576,Private,410,116,Yes,4.9,No
HOS0424,Sunrise Ajmer Hospital,Rajasthan,Ajmer,13.776216,89.324361,Government,233,70,Yes,4.9,No
HOS0425,Prime Lucknow Care Hospital,Uttar Pradesh,Lucknow,23.106861,75.346069,Private,223,56,No,4.7,No
HOS0426,District Bhopal Health Center,Madhya Pradesh,Bhopal,17.410891,72.85345,Government,142,60,Yes,2.5,Yes
HOS0427,Shree Udaipur Multi Speciality Hospital,Rajasthan,Udaipur,30.353113,75.212945,Private,366,107,Yes,2.6,No
HOS0428,Shree Ahmedabad Health Center,Gujarat,Ahmedabad,14.747564,96.468596,Private,375,113,No,4.3,Yes
HOS0429,Prime Kota Medical Centre,Rajasthan,Kota,15.270191,69.145168,Private,592,47,Yes,3.7,No
HOS0430,Aarogya Rajkot Health Center,Gujarat,Rajkot,15.984409,92.109138,Private,587,30,Yes,2.9,No
HOS0431,Aarogya Aurangabad Health Center,Maharashtra,Aurangabad,8.020875,86.502756,Government,209,12,Yes,3.4,No
HOS0432,District Mumbai Care Hospital,Maharashtra,Mumbai,31.752442,73.506214,Private,584,29,Yes,3.3,No
HOS0433,Jan Kalyan Gwalior Hospital,Madhya Pradesh,Gwalior,9.269541,95.196187,Government,52,35,Yes,3.0,Yes
HOS0434,Jan Kalyan Ajmer Care Hospital,Rajasthan,Ajmer,28.338107,75.422217,Government,92,11,No,3.0,No
HOS0435,Fortis Jabalpur Hospital,Madhya Pradesh,Jabalpur,18.466855,89.560846,Private,397,111,Yes,4.6,No
HOS0436,Lotus Gwalior Multi Speciality Hospital,Madhya Pradesh,Gwalior,10.260126,74.261102,Private,123,102,Yes,3.5,No
HOS0437,District Prayagraj Medical Centre,Uttar Pradesh,Prayagraj,24.194281,84.186107,Private,386,96,Yes,4.2,No
HOS0438,Jan Kalyan Kanpur Health Center,Uttar Pradesh,Kanpur,22.636091,87.068425,Private,473,55,No,3.9,No
HOS0439,Fortis Nashik Health Center,Maharashtra,Nashik,31.958494,77.380077,Government,578,37,Yes,3.9,No
